cardClass,cost,dbfId,flavor,id,name,rarity,spellSchool,text,type,attack,health,races,durability
NEUTRAL,4.0,66880,"“I don’t care how hot it is. I am not going over there to be your air conditioning.""",AV_101,Herald of Lokholar,COMMON,,"<b>Battlecry:</b> Draw a
Frost spell.",MINION,3.0,5.0,,
NEUTRAL,3.0,66887,Just passing through Alterac on its way to apply for a job at the Ice Cream Citadel.,AV_102,Popsicooler,EPIC,,"[x]<b>Deathrattle:</b> <b>Freeze</b> two
random enemy minions.",MINION,3.0,3.0,['MECHANICAL'],
SHAMAN,6.0,67192,"We now have a more accurate answer to the age-old question ""What's cooler than being cool?""",AV_107,Glaciate,RARE,FROST,<b>Discover</b> an 8-Cost minion. Summon and <b>Freeze</b> it.,SPELL,,,,
WARRIOR,10.0,67193,"""Is the shield being shattered or doing the shattering?""
""Yes.""",AV_108,Shield Shatter,RARE,FROST,"[x]Deal $5 damage to all
minions. Costs (1) less
for each Armor you have.",SPELL,,,,
WARRIOR,2.0,67194,"""Hey, I bet I could shatter this.""",AV_109,Frozen Buckler,EPIC,FROST,"Gain 10 Armor. At the start of your next turn, lose 5 Armor.",SPELL,,,,
NEUTRAL,3.0,67352,Not snowblind; she can spot a level 51 noob over 40 yards away.,AV_112,Snowblind Harpy,RARE,,"<b>Battlecry:</b> If you're holding
a Frost spell, gain 5 Armor.",MINION,3.0,4.0,,
HUNTER,6.0,67803,Tavish left home to forge his own path. But it still led him back to Alterac to kick some Frostwolf butt.,AV_113,Beaststalker Tavish,LEGENDARY,,"[x]<b>Battlecry:</b> <b>Discover</b>
and cast 2 Improved
<b>Secrets</b>.",HERO,,30.0,,
MAGE,1.0,67871,Remember to use your sick days wisely.,AV_114,Shivering Sorceress,COMMON,,"[x]<b>Battlecry:</b> Reduce the Cost
of the highest Cost spell
in your hand by (1).",MINION,2.0,2.0,,
MAGE,2.0,67873,I bet it’s just exaggerating.,AV_115,Amplified Snowflurry,COMMON,,<b>Battlecry:</b> Your next Hero Power costs (0) and <b>Freezes</b> the target.,MINION,2.0,3.0,['ELEMENTAL'],
MAGE,4.0,67874,They could probably do with a dash of Arcane Humility.,AV_116,Arcane Brilliance,RARE,ARCANE,"Add a copy of a 7, 8, 9, and 10-Cost spell in your deck to your hand.",SPELL,,,,
DEMONHUNTER,2.0,69577,"""Welcome to Dun Baldar Felwings! Do you want 'em mild, spicy, or BURNING Legion?""",AV_118,Battleworn Vanguard,COMMON,,"[x]After your hero attacks,
summon two 1/1 Felwings.",MINION,2.0,2.0,,
WARRIOR,2.0,70012,Except healers. You go to the back.,AV_119,To the Front!,RARE,,Your minions cost (2) less this turn <i>(but not less than 1)</i>.,SPELL,,,,
NEUTRAL,1.0,70219,She's doing her part.,AV_121,Gnome Private,COMMON,,"[x]<b>Honorable Kill:</b> Gain
+2 Attack.",MINION,1.0,3.0,,
NEUTRAL,2.0,70220,"When he’s sitting in the graveyard ready to rez, he’s incorporal.",AV_122,Corporal,COMMON,,"<b>Honorable Kill:</b> Give
your other minions
<b>Divine Shield</b>.",MINION,2.0,3.0,,
NEUTRAL,2.0,70221,Do you know what they call Scouts that aren't sneaky? Target practice.,AV_123,Sneaky Scout,COMMON,,"[x]<b>Stealth</b>
<b>Honorable Kill:</b> Your next
Hero Power costs (0).",MINION,3.0,2.0,,
NEUTRAL,3.0,70223,"When you’re riding a wolf, it’s in charge and you're allowed to make suggestions.",AV_124,Direwolf Commander,COMMON,,<b>Honorable Kill:</b> Summon a 2/2 Wolf with <b>Stealth</b>.,MINION,2.0,5.0,,
NEUTRAL,4.0,70225,Best helmet in the valley.,AV_125,Tower Sergeant,COMMON,,"<b>Battlecry:</b> If you control at least 2 other minions, gain +2/+2.",MINION,4.0,4.0,['UNDEAD'],
NEUTRAL,3.0,70226,Best hair in the valley.,AV_126,Bunker Sergeant,COMMON,,"[x]<b>Battlecry:</b> If your opponent
has 2 or more minions,
deal 1 damage to all
enemy minions.",MINION,2.0,4.0,,
NEUTRAL,4.0,70227,There must have been some magic in that old ice mace we found.,AV_127,Ice Revenant,COMMON,,"Whenever you cast a Frost spell, gain +2/+2.",MINION,4.0,5.0,['ELEMENTAL'],
NEUTRAL,4.0,70228,"<i><b>*record scratch*</b></i> ""So, you may be wondering how I got here.""",AV_128,Frozen Mammoth,EPIC,,"This is <b>Frozen</b> until you
cast a Fire spell.",MINION,6.0,7.0,['BEAST'],
NEUTRAL,5.0,70231,Has never donated blood and doesn’t plan on ever doing so.,AV_129,Blood Guard,COMMON,,"Whenever this minion takes damage, give your minions +1 Attack.",MINION,4.0,7.0,,
NEUTRAL,6.0,70232,<i>*not related to the Burning Legion</i>,AV_130,Legionnaire,COMMON,,<b>Deathrattle:</b> Give all minions in your hand +2/+2.,MINION,9.0,3.0,,
NEUTRAL,5.0,70234,Very dangerous shoulder-to-ears situation here.,AV_131,Knight-Captain,COMMON,,"[x]<b>Battlecry:</b> Deal 3 damage.
<b>Honorable Kill:</b> Gain +3/+3.",MINION,3.0,3.0,,
NEUTRAL,8.0,70235,"Centurion? Ha, come back when you’re a millennion.",AV_132,Troll Centurion,COMMON,,"[x]<b>Rush</b>. <b>Honorable Kill:</b>
Deal 8 damage to the
enemy hero.",MINION,8.0,8.0,,
NEUTRAL,6.0,70236,I can't feel my axe!,AV_133,Icehoof Protector,COMMON,,"<b>Taunt</b>
<b>Freeze</b> any character damaged by this minion.",MINION,2.0,10.0,,
NEUTRAL,4.0,70238,“The spoils of war ain’t free… Unless you’re me!”,AV_134,Frostwolf Warmaster,RARE,,Costs (1) less for each card you've played this turn.,MINION,3.0,3.0,,
NEUTRAL,4.0,70239,The Stormpike have a very direct take on life insurance.,AV_135,Stormpike Marshal,RARE,,"[x]<b>Taunt</b>
If you took 5 or more damage
on your opponent's turn,
this costs (1).",MINION,2.0,6.0,,
NEUTRAL,3.0,70240,"Fabled questgiver of the “Get me candle”, “Get me another candle”, and “Get me 11 more candle” questline.",AV_136,Kobold Taskmaster,RARE,,"[x]<b>Battlecry:</b> Add 2
Armor Scraps to your hand
that give +2 Health to
a minion.",MINION,2.0,4.0,,
NEUTRAL,1.0,70241,STOP AGGROING MORE!,AV_137,Irondeep Trogg,RARE,,"[x]After your opponent
casts a spell, summon
 another Irondeep Trogg.",MINION,1.0,2.0,,
NEUTRAL,3.0,70243,He’ll take a big weight off your shoulders.,AV_138,Grimtotem Bounty Hunter,EPIC,,<b>Battlecry:</b> Destroy an enemy <b>Legendary</b> minion.,MINION,4.0,2.0,,
NEUTRAL,8.0,70244,"If you can't join 'em, eat 'em.",AV_139,Abominable Lieutenant,EPIC,,"At the end of your turn,
eat a random enemy minion and gain its stats.",MINION,3.0,5.0,['UNDEAD'],
NEUTRAL,10.0,70255,Suddenly the names of Iceblood Tower and Iceblood Garrison make a lot more sense.,AV_141t,Lokholar the Ice Lord,LEGENDARY,,"<b>Rush</b>, <b>Windfury</b>
 Costs (5) less if you have 15 Health or less.",MINION,8.0,8.0,['ELEMENTAL'],
NEUTRAL,1.0,70257,"He's always welcome at the local tavern, unlike a <i>certain</i> Ancient.",AV_142t,"Ivus, the Forest Lord",LEGENDARY,,"[x]<b>Battlecry:</b> Spend the rest of
your Mana and gain +2/+2,
<b>Rush</b>, <b>Divine Shield</b>, or <b>Taunt</b>
at random for each.",MINION,1.0,1.0,,
NEUTRAL,4.0,70258,"“I live, I love, I slay, and I am undying.”",AV_143,Korrak the Bloodrager,LEGENDARY,,"[x]<b>Deathrattle:</b> If this
wasn't <b>Honorably Killed</b>,
resummon Korrak.",MINION,3.0,5.0,,
WARRIOR,6.0,70282,"It wasn't the ravages of war that took Galvangar, it was hypothermia.",AV_145,Captain Galvangar,LEGENDARY,,"[x]<b>Battlecry:</b> If you have
gained 15 or more Armor
this game, gain +3/+3
and <b>Charge</b>.@ <i>({0} left!)</i>@ <i>(Ready!)</i>",MINION,6.0,6.0,,
HUNTER,2.0,71321,Brutalist architecture for brutal times.,AV_147,Dun Baldar Bunker,RARE,,"[x]At the end of your
turn, draw a <b>Secret</b> and
set its Cost to (1).
Lasts 3 turns.",SPELL,,,,
MAGE,7.0,66848,Magister is a humble title for one who united warring armies against the greatest threat to Azeroth.,AV_200,Magister Dawngrasp,LEGENDARY,,"[x]<b>Battlecry:</b> Recast a
spell from each spell
school you've cast
 this game.",HERO,,30.0,,
ROGUE,3.0,66874,Its arrival heralds the Brain Freeze Yeti.,AV_201,Coldtooth Yeti,COMMON,,<b>Combo:</b> Gain +3 Attack.,MINION,1.0,5.0,,
WARRIOR,7.0,66876,"As strong-willed and stubborn as her first day in the Horde, Rokara now wielded a weapon that rivaled even her tenacity.",AV_202,"Rokara, the Valorous",LEGENDARY,,<b>Battlecry:</b> Equip a 5/2 Unstoppable Force.,HERO,,30.0,,
ROGUE,8.0,66939,"Sneaking behind enemy lines isn't so different from being a line cook. People are hostile, something's on fire, and your only hope is to get out of there with all your fingers.",AV_203,Shadowcrafter Scabbs,LEGENDARY,,"[x]<b>Battlecry:</b> Return all
minions to their owner's 
hands. Summon two 4/2
Shadows with <b>Stealth</b>.",HERO,,30.0,,
DEMONHUNTER,6.0,66951,"""I dedicated my life to vanquishing demons, but I never thought to face the demons in me. Maybe, in time, I can help quell the demons in you."" -Kurtrus, to Cariel",AV_204,"Kurtrus, Demon-Render",LEGENDARY,,"[x]<b>Battlecry:</b> Summon two
1/4 Demons with <b>Rush</b>.
<i>(Improved by your hero
attacks this game.)</i>",HERO,,30.0,,
DRUID,5.0,66953,Guff faced his biggest challenge yet: making friends on a battlefield.,AV_205,Wildheart Guff,LEGENDARY,,"[x]<b>Battlecry:</b> Set your
maximum Mana to 20.
Gain an empty Mana
Crystal. Draw a card.",HERO,,30.0,,
PALADIN,8.0,67040,"Her faith, unshakable.
Her shield, immovable.
Her enemies, irredeemable.",AV_206,Lightforged Cariel,LEGENDARY,,"[x]<b>Battlecry:</b> Deal 2
damage to all enemies.
Equip a 2/5
Immovable Object.",HERO,,30.0,,
PRIEST,8.0,67048,Xyrella thought she was only saving her daughter. Her actions may very well have saved the entire world.,AV_207,"Xyrella, the Devout",LEGENDARY,,"[x]<b>Battlecry:</b> Trigger the
<b>Deathrattle</b> of every
friendly minion that
died this game.",HERO,,30.0,,
DEMONHUNTER,1.0,67204,Keep your allies close. Keep your evil demons in your weapon.,AV_209,Dreadprison Glaive,COMMON,,"[x]<b>Honorable Kill:</b> Deal
damage equal to your
hero's Attack to the
enemy hero.",WEAPON,1.0,,,3.0
DRUID,3.0,67207,You can never choose the wrong path if you make your own.,AV_210,Pathmaker,RARE,,"[x]<b>Battlecry:</b> Cast the other
choice from the last <b>Choose
One</b> spell you've cast.",MINION,3.0,4.0,,
DRUID,4.0,67209,"Tips to survive a frostwolf attack:
-Stay calm
-Lay down
-Drizzle steak sauce over your body
Brought to you by the Frostwolf Council for Alliance Safety.",AV_211,Dire Frostwolf,COMMON,,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a 2/2 Wolf with <b>Stealth</b>.",MINION,4.0,4.0,['BEAST'],
MAGE,2.0,67210,Why spend mine when I can take yours?,AV_212,Siphon Mana,COMMON,ARCANE,"Deal $2 damage.
<b>Honorable Kill</b>: Reduce the Cost of spells in your hand by (1).",SPELL,,,,
PALADIN,2.0,67211,"If your vitality lasts longer than four hours, consult a Priest.",AV_213,Vitality Surge,COMMON,HOLY,"Draw a minion.
Restore Health to your hero equal to its Cost.",SPELL,,,,
NEUTRAL,5.0,67217,It's killed and it'll kill again!,AV_215,Frantic Hippogryph,COMMON,,"<b>Rush</b>. <b>Honorable Kill</b>:
 Gain <b>Windfury</b>. ",MINION,3.0,7.0,['BEAST'],
MAGE,7.0,67224,Sheep in Frostwolves' clothing.,AV_218,Mass Polymorph,EPIC,ARCANE,Transform all minions into 1/1 Sheep.,SPELL,,,,
NEUTRAL,2.0,67233,Get your RAM in pairs for better performance.,AV_219,Ram Commander,COMMON,,"[x]<b>Battlecry:</b> Add two
1/1 Rams with <b>Rush</b>
to your hand.",MINION,2.0,2.0,,
NEUTRAL,5.0,67237,"You don't <i>have</i> to jump while spamming, but it’s more fun that way.",AV_222,Spammy Arcanist,EPIC,,"[x]<b>Battlecry:</b> Deal 1 damage
to all other minions.
If any die, repeat this.",MINION,3.0,4.0,,
NEUTRAL,4.0,67239,"His favorite modes of transportation? Van, car, board, bike.",AV_223,Vanndar Stormpike,LEGENDARY,,"[x]<b>Battlecry</b>: If this costs
less than every minion
in your deck, reduce
their Cost by (3).",MINION,4.0,4.0,,
HUNTER,4.0,67241,Talk about starting off on the wrong foot.,AV_224,Spring the Trap,EPIC,,Deal $3 damage to a minion and cast a <b>Secret</b> from your deck. <b>Honorable Kill:</b> Cast 2.,SPELL,,,,
HUNTER,2.0,67243,I literally watched the Hunter place it down in front of me and I still stepped in it.,AV_226,Ice Trap,EPIC,FROST,"<b>Secret:</b> When your opponent casts a spell, return it to their hand instead. It costs (1) more.",SPELL,,,,
NEUTRAL,2.0,67375,UGH! IM GETTING MY MAIN!,AV_238,Gankster,COMMON,,"[x]<b>Stealth</b>
After your opponent plays
a minion, attack it.",MINION,4.0,2.0,,
HUNTER,2.0,67574,What do you mean shooting them in the back isn’t honorable?!,AV_244,Bloodseeker,COMMON,,"<b>Honorable Kill:</b>
Gain +1/+1.",WEAPON,2.0,,,2.0
SHAMAN,3.0,67751,"Woahwoahwoah, we said no friendly fire!",AV_250,Snowball Fight!,EPIC,FROST,"Deal $1 damage to a minion and <b>Freeze</b> it.
If it survives, repeat this on another minion!",SPELL,,,,
SHAMAN,3.0,67761,This one will knock you out cold.,AV_251,Cheaty Snobold,EPIC,,"After an enemy is <b>Frozen</b>, deal 3 damage to it.",MINION,3.0,4.0,,
SHAMAN,6.0,67769,"You’re finally awake! That fall looked really bad. Demon Hunters? Mercenaries? What are you talking about? Come on, I just unpacked a Golden Moorabi, let’s go build a Freeze Shaman deck.",AV_255,Snowfall Guardian,COMMON,,"[x]<b>Battlecry:</b> <b>Freeze</b> all
other minions.",MINION,5.0,5.0,['ELEMENTAL'],
NEUTRAL,3.0,79979,The whole thing's based on the Rubber-Glue Phenomenon.,AV_256,Reflecto Engineer,COMMON,,<b>Battlecry:</b> Swap the Attack and Health of all minions in both players' hands.,MINION,2.0,4.0,,
SHAMAN,7.0,67778,"When you get hit by a royally bad pun, you just have to grin and bear it.",AV_257,Bearon Gla'shear,LEGENDARY,,"[x]<b>Battlecry:</b> For each Frost
spell you've cast this game,
summon a 3/4 Elemental
that <b>Freezes</b>.@ <i>(@)</i>",MINION,6.0,6.0,"['ELEMENTAL', 'BEAST']",
SHAMAN,8.0,67779,"The elements crackled through Bru'kan's veins and his life flashed before his eyes. He knew this moment would come, but he wondered, had he given them enough?",AV_258,Bru'kan of the Elements,LEGENDARY,,"[x]<b>Battlecry:</b> Call upon the
power of two Elements!",HERO,,30.0,,
SHAMAN,2.0,67833,The sad reality of a raging toothpaste addiction.,AV_259,Frostbite,COMMON,FROST,"Deal $3 damage.
<b>Honorable Kill:</b> Your opponent's next spell costs (2) more.",SPELL,,,,
SHAMAN,2.0,67861,"Likes chilly, hates chili.",AV_260,Sleetbreaker,RARE,,<b>Battlecry:</b> Add a Windchill to your hand.,MINION,3.0,2.0,['ELEMENTAL'],
DEMONHUNTER,3.0,67886,"I see your argument, but…do you have a flag?",AV_261,Flag Runner,COMMON,,"Whenever a friendly minion dies, gain +1 Attack.",MINION,1.0,6.0,,
DEMONHUNTER,4.0,67887,Can’t stay out too late. I gotta head back home to the ol’ ball and chained demon.,AV_262,Warden of Chains,RARE,,"[x]<b>Taunt</b>
<b>Battlecry:</b> If you're holding
a Demon that costs (5) or
more, gain +1/+2.",MINION,2.0,6.0,,
DEMONHUNTER,5.0,67892,"“It’s dangerous ‘round these parts, I reckon.”",AV_264,Sigil of Reckoning,EPIC,FEL,"At the start of your next turn, summon a random Demon from your hand.",SPELL,,,,
DEMONHUNTER,13.0,67894,"Nothing personal, tiny human. I have many mouths to feed.",AV_265,Ur'zul Giant,EPIC,,Costs (1) less for each friendly minion that died this game.,MINION,8.0,8.0,['DEMON'],
SHAMAN,1.0,67932,"The thermometer says it’s 0° right now, but with the windchill it feels like -25°.",AV_266,Windchill,COMMON,FROST,"<b>Freeze</b> a minion.
Draw a card.",SPELL,,,,
DEMONHUNTER,6.0,68061,This is what happens when you keep taking the advice of the little demon on your shoulder.,AV_267,Caria Felsoul,LEGENDARY,,<b>Battlecry:</b> Transform into a 6/6 copy of a Demon in your deck.,MINION,6.0,6.0,,
SHAMAN,4.0,68187,Adventurers were quite confused when they saw how many boots were frozen to the ceiling.,AV_268,Wildpaw Cavern,RARE,,"[x]At the end of your
turn, summon a 3/4
Elemental that <b>Freezes</b>.
Lasts 3 turns.",SPELL,,,,
DEMONHUNTER,4.0,68216,"So, do we have advantage? Can I sneak attack?",AV_269,Flanking Maneuver,RARE,,"Summon a 4/2 Demon with <b>Rush</b>. If it dies this turn, summon another.",SPELL,,,,
WARLOCK,2.0,69986,May your harvest be dreadful.,AV_277,Seeds of Destruction,RARE,FEL,"[x]Shuffle four Rifts
into your deck. They
summon a 3/3 Dread
Imp when drawn.",SPELL,,,,
WARLOCK,5.0,70003,"Fear not, feebleminded friends, for failure to fell your foes with felfire is fundamentally farfetched!",AV_281,Felfire in the Hole!,EPIC,FEL,"Draw a spell and deal $2 damage to all enemies. If it's a Fel spell, deal $1 more.",SPELL,,,,
MAGE,3.0,70005,This is the coolest spell once you get it rolling.,AV_282,Build a Snowman,RARE,FROST,"Summon a 3/3
Snowman that <b>Freezes</b>.
Add ""Build a Snowbrute""
to your hand. ",SPELL,,,,
MAGE,9.0,70011,“It’s not a slot machine! It took YEARS of rigorous studying the intricacies of the universe to unravel the strands of reality. The arcane knowledge alone would enfeeble even the most brilliant of minds. Give it the credence it deserves. It’s a <i>magic</i> slot machine.”,AV_283,Rune of the Archmage,EPIC,,"[x]Cast 20 Mana worth of
Mage spells at enemies.",SPELL,,,,
MAGE,6.0,70015,"Imagine her surprise, ending up in a game called Hearthstone.",AV_284,Balinda Stonehearth,LEGENDARY,,<b>Battlecry:</b> Draw 2 spells. Swap their Costs with this minion's stats.,MINION,5.0,5.0,,
WARLOCK,3.0,70107,"This isn’t your average, everyday evil.
This is ADVANCED evil.",AV_285,Full-Blown Evil,RARE,FEL,"Deal $5 damage randomly split among
all enemy minions. Repeatable this turn.",SPELL,,,,
WARLOCK,6.0,70118,How it feels to chew Fel Gum.,AV_286,Felwalker,COMMON,,<b>Taunt</b>. <b>Battlecry</b>: Cast the highest Cost Fel spell from your hand.,MINION,3.0,7.0,['DEMON'],
MAGE,10.0,70204,"“Why is it called Iceblood Tower?”
“Not really sure. Anyways, try not to lose your footing on any of the frozen bodies as you make your way in.”",AV_290,Iceblood Tower,RARE,,"[x]At the end of your turn,
cast another spell from
your deck. Lasts 3 turns.",SPELL,,,,
DRUID,7.0,70247,"They say “don’t poke the bear”, but they NEVER said “don’t poke the frostsaber or her cubs”.",AV_291,Frostsaber Matriarch,EPIC,,"[x]<b>Taunt</b>. Costs (1) less
 for each Beast you've
 summoned this game.",MINION,4.0,5.0,['BEAST'],
DRUID,3.0,70249,In each of us beats a wild heart. Except the Forsaken.,AV_292,Heart of the Wild,COMMON,,"Give a minion +2/+2, then give your Beasts +1/+1.",SPELL,,,,
DRUID,4.0,70292,“A board full of 2-Health minions? This is what I call a target rich environment.”,AV_293,Wing Commander Mulverick,LEGENDARY,,"[x]<b>Rush</b>. Your minions have
""<b>Honorable Kill:</b> Summon a 
2/2 Wyvern with <b>Rush</b>.""",MINION,2.0,5.0,,
DRUID,2.0,70295,The Inept Clawfury is a danger only to themselves.,AV_294,Clawfury Adept,COMMON,,<b>Battlecry:</b> Give all other friendly characters +1 Attack this turn.,MINION,2.0,3.0,['BEAST'],
DRUID,2.0,70320,"We hit a huge haul! Or wait… no, it's just a coin.",AV_295,Capture Coldtooth Mine,EPIC,,"<b>Choose One -</b> Draw your lowest Cost card;
or Draw your highest
Cost card.",SPELL,,,,
DRUID,3.0,70333,"When you're putting your head in the lion's mouth, you may as well dress the part.",AV_296,Pride Seeker,RARE,,"[x]<b>Battlecry:</b> Your next
<b>Choose One</b> card costs
(2) less.",MINION,2.0,4.0,,
ROGUE,5.0,70395,A big fan of four-claw discounts.,AV_298,Wildpaw Gnoll,RARE,,"[x]<b>Rush</b>
Costs (1) less for each
non-Rogue Class card added
to your hand this game.",MINION,3.0,5.0,,
WARLOCK,1.0,67826,She keeps her Fel spells nice and organized in her defiling cabinet.,AV_308,Grave Defiler,COMMON,,<b>Battlecry:</b> Copy a Fel spell in your hand.,MINION,2.0,1.0,,
NEUTRAL,3.0,67753,Imp my ride.,AV_309,Piggyback Imp,COMMON,,<b>Deathrattle:</b> Summon a 4/1 Imp.,MINION,4.0,1.0,['DEMON'],
WARLOCK,3.0,67756,Summoning will cost you an arm and a brother.,AV_312,Sacrificial Summoner,EPIC,,<b>Battlecry:</b> Destroy a friendly minion. Summon a minion from your deck that costs (1) more.,MINION,3.0,3.0,,
WARLOCK,5.0,67757,"As soon as you land your first Honorable Kill, trust me, you'll be hooked!",AV_313,Hollow Abomination,COMMON,,"[x]<b>Battlecry:</b> Deal 1 damage to
all enemy minions.
<b>Honorable Kill:</b> Gain the
minion's Attack.",MINION,2.0,8.0,['UNDEAD'],
